,Rooms,Floor,TotalFloor,KitchenArea,LivingArea,TotalArea,WaterHeatType,Price,LocNum,OfferType_від власника,OfferType_від посередника,OfferType_від представника господаря (без комісійних),Walls_блочно-кирпичный,Walls_газоблок,Walls_железобетон,Walls_керамзитобетон,Walls_монолитно-каркасный,Walls_монолитно-кирпичный,Walls_монолитный железобетон,Walls_моноліт,Walls_монолітно-блоковий,Walls_панель,Walls_піноблок,Walls_силікатна цегла,Walls_цегла
490,1.0,17.0,25.0,17.0,22.0,53.0,False,8.612685172875459,4413.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
491,1.0,4.0,5.0,7.0,18.0,34.0,False,8.699681400989514,5275.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
492,2.0,2.0,9.0,8.0,32.0,52.0,False,9.305741456739435,7435.800000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,1.0,6.0,16.0,10.0,19.0,45.0,False,9.210340371976184,11181.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,2.0,5.0,5.0,8.0,32.0,52.0,False,9.105090961257085,2883.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
495,1.0,8.0,9.0,8.0,18.0,35.0,False,9.04793908261736,4149.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
496,2.0,8.0,24.0,21.0,15.0,48.0,False,10.391423188007874,3447.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
497,3.0,7.0,10.0,10.0,45.0,83.0,False,9.876270506242575,1873.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
498,2.0,10.0,25.0,16.0,44.0,85.0,False,10.3469546827773,2603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499,2.0,9.0,24.0,16.0,42.0,86.0,False,9.963970987915639,8032.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,2.0,5.0,25.0,21.6,21.4,70.0,False,10.263606558877415,6300.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,2.0,7.0,9.0,9.3,32.7,65.0,False,9.703511060503452,4445.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502,4.0,2.0,5.0,14.4,95.0,147.0,False,10.100861911956375,1979.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,5.0,8.0,14.0,17.3,100.6,161.0,False,10.588123616077645,4899.200000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
504,1.0,14.0,16.0,14.0,31.3,70.0,False,9.639196432874924,4881.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
505,2.0,9.0,24.0,22.3,19.5,60.0,False,10.251676592824563,4233.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,2.0,9.0,23.0,16.2,25.7,73.0,False,10.200364720227393,2530.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,2.0,3.0,3.0,6.9,37.6,60.0,False,9.703511060503452,1406.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,2.0,2.0,5.0,35.0,14.0,65.0,False,10.066541338972426,2050.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,3.0,5.0,20.0,40.0,38.7,100.0,False,10.43396873396056,1861.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,2.0,4.0,8.0,7.0,40.0,57.0,False,10.146316077166736,2826.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,3.0,13.0,22.0,9.5,55.4,120.0,False,10.514013704407736,2544.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
512,4.0,9.0,21.0,13.9,66.9,108.0,False,10.3469546827773,2618.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,2.0,7.0,10.0,18.0,49.0,82.0,False,9.927350552800656,4569.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,1.0,15.0,25.0,13.0,19.0,51.0,False,9.89500164888583,3409.6000000000013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
515,2.0,7.0,10.0,8.0,30.0,56.0,False,9.374667665397858,6277.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
516,4.0,5.0,5.0,20.1,93.3,160.0,False,10.514013704407736,2241.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,2.0,4.0,5.0,8.5,33.0,56.0,False,10.028533041510352,1641.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
518,1.0,14.0,22.0,16.0,20.5,55.0,False,9.740850969058572,4286.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
519,2.0,1.0,5.0,24.0,41.0,78.0,False,10.200364720227393,1976.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520,3.0,17.0,26.0,12.3,61.0,90.0,False,10.3469546827773,2544.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,3.0,5.0,14.0,10.2,83.2,117.8,False,10.588123616077645,2762.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,4.0,9.0,17.0,13.4,55.5,133.4,False,10.3469546827773,5909.800000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523,2.0,5.0,9.0,8.0,30.0,50.0,False,9.305741456739435,7246.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524,3.0,12.0,14.0,17.0,75.0,117.0,False,10.588123616077645,2093.2000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525,2.0,12.0,28.0,27.0,15.0,50.0,False,10.3469546827773,3775.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
526,2.0,5.0,5.0,9.0,38.0,60.0,False,9.15915233520675,5480.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527,2.0,6.0,25.0,13.0,30.0,58.0,False,9.61587214452889,11753.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,1.0,7.0,25.0,8.0,41.0,49.0,True,9.305741456739435,4154.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
529,2.0,3.0,16.0,9.0,30.0,52.0,False,9.210440366976517,626.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,1.0,3.0,9.0,9.0,18.0,36.0,False,8.77971129020447,8663.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531,2.0,6.0,6.0,14.0,40.0,78.0,False,9.472781556562168,6402.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
532,3.0,4.0,9.0,7.0,40.0,64.0,False,10.028533041510352,1227.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
533,3.0,21.0,21.0,15.0,65.0,96.0,False,10.239995502805316,626.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
534,1.0,23.0,25.0,9.0,17.0,36.0,False,9.082620630373812,6381.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
535,2.0,5.0,5.0,6.0,28.0,46.0,False,8.853808274977197,6420.5999999999985,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
536,2.0,2.0,18.0,13.0,45.0,89.0,False,9.472781556562168,5406.799999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,2.0,11.0,11.0,8.0,30.0,48.0,False,9.105090961257085,5181.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
538,2.0,4.0,9.0,7.0,30.0,47.0,False,9.472781556562168,2369.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
539,3.0,4.0,9.0,8.0,42.0,63.0,False,8.974744612722734,8273.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
540,2.0,4.0,5.0,7.5,25.0,40.0,False,8.77971129020447,6704.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
541,2.0,10.0,22.0,34.3,19.7,63.9,False,10.3469546827773,4233.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
542,2.0,5.0,5.0,6.0,33.0,56.0,False,9.472781556562168,1693.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
543,2.0,10.0,24.0,16.0,36.0,70.0,False,10.3469546827773,2459.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
544,2.0,5.0,9.0,7.0,30.0,45.0,False,8.77971129020447,4838.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,2.0,5.0,9.0,6.0,47.0,53.0,False,9.546884034617925,2617.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
546,2.0,4.0,10.0,13.0,38.0,62.0,False,9.546884034617925,5811.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
547,2.0,10.0,14.0,9.0,36.0,55.0,False,9.105090961257085,9148.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
548,1.0,16.0,16.0,9.0,18.0,43.0,False,9.335385860950407,6341.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
549,2.0,4.0,5.0,7.0,30.0,46.0,False,8.987321812850125,5583.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
550,3.0,14.0,25.0,16.0,55.0,83.0,False,9.680406499268875,6189.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
551,3.0,4.0,4.0,20.0,50.0,90.0,False,10.028533041510352,805.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
552,2.0,10.0,22.0,10.0,40.0,70.0,False,10.391423188007874,4183.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
553,2.0,12.0,24.0,25.0,36.0,70.0,False,10.089136899422757,1661.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,1.0,5.0,25.0,7.0,17.0,36.0,False,9.210440366976517,7388.000000000001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,1.0,1.0,12.0,9.0,19.0,36.0,False,9.433563920090563,4105.4000000000015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
556,2.0,7.0,16.0,13.0,35.0,77.0,False,9.472781556562168,5912.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557,3.0,13.0,22.0,15.0,40.0,100.0,False,10.12667110305036,5246.4000000000015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
558,2.0,3.0,9.0,8.0,30.0,56.0,False,9.137877200242468,5786.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
559,3.0,4.0,5.0,11.0,51.0,76.0,False,9.798182590890704,2848.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
560,1.0,2.0,21.0,13.0,17.0,50.0,False,9.61587214452889,4159.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
561,1.0,7.0,14.0,11.0,17.0,45.0,False,9.392745258631441,4156.4000000000015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,3.0,13.0,13.0,20.0,36.0,95.0,False,9.952325334619427,6272.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,4.0,4.0,16.0,28.0,99.0,161.0,False,10.203629181337648,3816.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
564,2.0,11.0,17.0,12.0,36.0,72.0,False,9.61587214452889,5562.200000000003,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
565,1.0,17.0,23.0,11.0,19.0,47.0,False,9.105090961257085,6897.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
566,1.0,8.0,16.0,8.0,17.0,36.0,False,8.77971129020447,7817.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
567,2.0,1.0,9.0,9.0,32.0,53.0,False,9.433563920090563,4997.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,1.0,25.0,25.0,12.0,25.0,55.0,False,9.105090961257085,7876.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
569,1.0,12.0,15.0,15.0,18.0,44.0,False,9.581972891547895,4985.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
570,1.0,2.0,6.0,12.0,19.0,47.0,False,9.77571099759397,1339.8000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
571,4.0,12.0,25.0,15.0,98.0,157.0,False,10.43396873396056,3795.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
572,1.0,3.0,9.0,5.0,15.0,25.0,False,8.77971129020447,7734.400000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
573,1.0,17.0,25.0,9.0,17.0,37.0,False,9.392745258631441,6299.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
574,3.0,13.0,14.0,12.0,60.0,130.0,False,9.741027444837728,5687.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575,2.0,14.0,25.0,35.0,45.0,75.0,False,10.12667110305036,11439.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
576,1.0,7.0,22.0,3.0,22.0,30.0,False,8.922791623969637,5491.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
577,2.0,1.0,25.0,17.0,31.0,67.0,False,10.313973369101156,6432.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578,2.0,7.0,9.0,5.0,26.0,40.0,False,8.922791623969637,9541.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
579,1.0,2.0,16.0,9.0,31.0,57.0,False,8.987321812850125,9676.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,2.0,10.0,25.0,9.0,28.0,54.0,False,9.61587214452889,6381.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
581,1.0,25.0,25.0,9.0,17.0,37.0,False,9.392745258631441,6299.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
582,1.0,3.0,9.0,7.0,19.0,35.0,False,9.137877200242468,2704.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
583,2.0,5.0,9.0,8.0,32.0,50.0,False,9.105090961257085,5491.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
584,1.0,14.0,25.0,12.0,39.0,42.0,False,8.006700845440367,11170.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
585,1.0,1.0,9.0,7.0,18.0,33.0,False,8.853808274977197,5625.400000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,1.0,5.0,11.0,14.0,15.0,43.0,False,9.546884034617925,7419.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587,1.0,3.0,9.0,5.0,15.0,30.0,False,8.77971129020447,2755.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
588,3.0,15.0,17.0,18.0,58.0,99.0,False,10.081675578048475,3409.6000000000013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,1.0,2.0,6.0,12.0,19.0,47.0,False,9.653871680890804,1339.8000000000004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
590,3.0,16.0,17.0,19.0,59.0,98.0,False,10.077482875583607,3383.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591,1.0,17.0,27.0,10.0,16.0,38.0,True,9.105090961257085,5257.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
592,1.0,1.0,20.0,11.0,18.0,43.0,False,8.853808274977197,10610.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
593,1.0,18.0,25.0,25.0,40.0,65.0,False,9.90353755128617,3903.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,1.0,8.0,16.0,9.0,18.0,42.0,False,8.987321812850125,7469.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,2.0,2.0,5.0,7.0,26.0,41.0,False,9.249657234353133,3522.0000000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,2.0,4.0,5.0,15.0,35.0,62.0,False,9.61587214452889,6419.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,1.0,9.0,16.0,8.0,18.0,35.0,False,9.04793908261736,4378.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
598,2.0,9.0,16.0,14.0,40.0,70.0,False,9.680406499268875,5214.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
599,1.0,1.0,26.0,12.0,18.0,45.0,False,9.648659816955295,2416.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
600,2.0,2.0,5.0,7.0,23.0,38.0,False,9.392745258631441,5462.200000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601,1.0,7.0,10.0,16.0,18.0,52.0,False,9.539716058977092,6926.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
602,2.0,5.0,24.0,19.0,51.0,86.0,False,9.680406499268875,5630.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603,3.0,22.0,25.0,13.0,46.0,90.0,False,9.680406499268875,3782.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
604,3.0,9.0,25.0,15.0,72.0,102.0,False,10.200364720227393,4130.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
605,2.0,4.0,5.0,6.0,34.0,45.0,False,9.04793908261736,6102.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
606,3.0,17.0,24.0,9.0,43.0,82.0,True,9.581972891547895,5224.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
607,2.0,5.0,20.0,12.0,54.0,83.0,False,9.852246888342531,4644.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
608,3.0,12.0,23.0,14.0,70.0,120.0,False,10.3469546827773,2064.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
609,2.0,12.0,19.0,15.0,46.0,92.0,False,10.146316077166736,1892.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
610,4.0,8.0,12.0,20.1,82.4,140.0,True,10.571342565808699,1847.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
611,4.0,1.0,2.0,20.0,100.0,120.0,False,10.463131911491967,8597.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
612,3.0,7.0,10.0,9.0,62.0,72.0,False,9.105090961257085,10163.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
613,1.0,23.0,25.0,9.0,17.0,40.0,False,8.987321812850125,6270.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614,1.0,4.0,16.0,10.0,18.0,44.0,False,9.335385860950407,5425.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
615,4.0,2.0,2.0,11.0,51.0,71.0,False,8.974744612722734,5712.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
616,1.0,11.0,16.0,8.0,16.0,33.0,False,9.210440366976517,4506.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
617,2.0,4.0,16.0,13.3,51.0,65.0,False,9.15915233520675,6506.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
618,1.0,7.0,9.0,9.0,17.0,38.0,False,8.987321812850125,10851.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,1.0,7.0,9.0,10.0,18.0,49.0,False,9.305741456739435,5956.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
620,2.0,8.0,9.0,8.0,35.0,51.0,False,9.546884034617925,5713.5999999999985,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
621,2.0,5.0,9.0,7.0,27.0,50.0,False,9.305741456739435,7246.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
622,1.0,8.0,9.0,7.0,15.0,32.0,False,9.105090961257085,4374.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
623,2.0,14.0,20.0,12.0,26.0,48.0,False,9.105090961257085,9589.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
624,2.0,10.0,14.0,20.0,10.0,50.0,False,10.146316077166736,2762.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
625,2.0,6.0,25.0,16.6,39.0,85.0,False,10.3469546827773,3627.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
626,3.0,7.0,9.0,16.4,59.1,110.0,False,10.028533041510352,1969.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
627,1.0,17.0,25.0,14.3,20.7,55.0,False,9.60541838719786,6955.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628,2.0,3.0,21.0,33.3,16.2,60.0,False,10.3469546827773,2513.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
629,3.0,3.0,12.0,9.0,68.0,70.0,False,9.210440366976517,10790.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
630,1.0,15.0,16.0,9.0,17.0,40.0,False,9.335385860950407,5625.400000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
631,1.0,2.0,10.0,10.0,26.0,45.0,False,9.012011377036412,626.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
632,2.0,10.0,25.0,15.0,50.0,85.0,False,10.027296838262414,3084.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
633,3.0,7.0,16.0,16.5,91.6,145.0,False,10.149644258159338,2221.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
634,3.0,2.0,9.0,19.9,30.7,80.0,False,10.43396873396056,1735.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
635,2.0,1.0,5.0,18.0,60.0,95.0,False,10.028533041510352,2986.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
636,3.0,4.0,5.0,50.0,35.0,96.0,False,10.3469546827773,1833.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
637,2.0,2.0,4.0,6.5,36.7,56.0,False,10.089136899422757,677.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
638,2.0,10.0,13.0,8.2,34.7,62.0,False,10.251676592824563,1817.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
639,2.0,3.0,5.0,25.0,20.0,51.0,False,9.8497175093263,1253.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640,3.0,6.0,10.0,15.0,80.0,150.0,False,10.588123616077645,2521.2000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
641,2.0,4.0,6.0,12.3,46.0,80.0,False,10.089136899422757,2141.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
642,2.0,6.0,10.0,9.2,27.0,66.0,False,9.927350552800656,2628.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
643,2.0,5.0,27.0,13.3,41.1,100.0,False,10.298531885816375,3342.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
644,2.0,13.0,13.0,16.0,55.0,90.0,False,10.43396873396056,2290.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
645,3.0,2.0,22.0,13.3,54.9,98.0,False,9.763938087586043,4159.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
646,2.0,2.0,5.0,6.1,30.0,50.0,False,9.558529412264617,2749.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,4.0,5.0,7.0,30.0,44.2,100.0,False,10.43396873396056,704.8000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
648,2.0,2.0,6.0,37.0,17.0,65.0,False,10.43396873396056,1502.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
649,2.0,2.0,4.0,12.0,42.0,67.0,False,10.251676592824563,940.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
650,2.0,15.0,25.0,13.6,42.7,90.0,False,10.149644258159338,4754.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
651,2.0,6.0,23.0,13.1,25.5,69.3,False,10.149644258159338,2322.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
652,3.0,17.0,17.0,14.0,50.5,83.0,False,9.927350552800656,4208.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
653,2.0,3.0,15.0,17.9,40.3,88.7,False,10.391423188007874,2603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
654,2.0,13.0,28.0,20.0,25.0,65.0,False,9.89500164888583,3509.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655,4.0,6.0,11.0,29.7,86.9,170.0,False,10.514013704407736,2795.6000000000013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
656,2.0,9.0,9.0,8.0,30.0,49.0,False,9.57045937831747,4651.4000000000015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
657,2.0,8.0,15.0,30.4,14.4,65.0,False,9.740850969058572,1837.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
658,2.0,7.0,23.0,24.1,14.4,56.0,False,10.169384032915987,2995.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
659,2.0,3.0,5.0,10.0,38.0,60.0,False,10.251676592824563,637.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
660,2.0,20.0,24.0,24.0,14.0,52.0,False,10.391423188007874,3057.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,3.0,4.0,6.0,15.5,82.8,110.0,False,10.514013704407736,1029.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662,2.0,12.0,24.0,13.5,30.1,55.0,False,9.763938087586043,6851.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663,2.0,5.0,16.0,19.2,44.2,83.0,False,9.740850969058572,6676.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
664,2.0,15.0,27.0,13.0,38.5,60.0,False,9.703511060503452,7990.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
665,2.0,8.0,12.0,8.0,31.0,51.0,False,9.57045937831747,6366.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
666,3.0,9.0,25.0,54.6,43.0,100.0,False,9.876270506242575,3603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
667,2.0,10.0,25.0,13.3,38.4,80.0,False,9.927350552800656,5238.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,2.0,2.0,7.0,24.0,29.0,60.0,False,10.089136899422757,1210.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
669,2.0,19.0,25.0,22.6,55.4,110.0,False,10.43396873396056,1941.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
670,2.0,10.0,28.0,11.0,36.0,77.0,False,9.822440173682805,3509.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
671,2.0,2.0,3.0,9.8,32.8,75.0,False,10.146316077166736,1413.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,2.0,7.0,14.0,15.0,32.0,95.0,False,9.763938087586043,7604.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
673,3.0,3.0,9.0,8.8,44.0,70.0,False,9.763938087586043,5219.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
674,2.0,4.0,4.0,12.0,34.0,59.0,False,9.927350552800656,1607.8000000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
675,3.0,21.0,24.0,25.6,34.9,85.0,False,10.146316077166736,4183.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
676,4.0,2.0,16.0,8.5,53.8,100.0,False,9.963970987915639,6178.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
