,Rooms,Floor,TotalFloor,KitchenArea,LivingArea,TotalArea,WaterHeatType,Price,LocNum,OfferType_від власника,OfferType_від посередника,OfferType_від представника господаря (без комісійних),Walls_блочно-кирпичный,Walls_газоблок,Walls_железобетон,Walls_керамзитобетон,Walls_монолитно-каркасный,Walls_монолитно-кирпичный,Walls_монолитный железобетон,Walls_моноліт,Walls_монолітно-блоковий,Walls_панель,Walls_піноблок,Walls_силікатна цегла,Walls_цегла
1026,1.0,5.0,9.0,9.0,19.0,42.0,False,9.472781556562168,4847.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1027,3.0,8.0,16.0,8.0,47.0,72.0,False,9.392745258631441,6247.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1028,2.0,2.0,10.0,12.0,40.0,60.0,False,9.61587214452889,6420.000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1029,1.0,2.0,10.0,15.0,18.0,43.0,False,9.392745258631441,7419.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1030,3.0,17.0,24.0,9.0,42.0,82.0,False,9.61587214452889,6512.200000000003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1031,2.0,17.0,25.0,9.0,26.0,48.0,False,9.04793908261736,5450.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1032,2.0,16.0,22.0,12.0,61.0,66.0,False,10.028533041510352,3110.6000000000013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1033,3.0,7.0,11.0,15.0,50.0,94.0,False,9.61587214452889,5190.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,2.0,5.0,12.0,20.0,40.0,90.0,False,9.852246888342531,3752.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1035,2.0,17.0,19.0,14.0,45.0,80.0,False,9.90353755128617,6190.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1036,1.0,3.0,9.0,7.0,15.0,30.0,False,8.699681400989514,6764.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1037,1.0,6.0,9.0,10.0,22.0,43.0,False,9.04793908261736,7485.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1038,1.0,10.0,25.0,9.0,17.0,37.0,False,9.210440366976517,6381.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1039,2.0,8.0,13.0,16.0,38.0,71.0,False,9.392745258631441,8510.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1040,3.0,11.0,23.0,14.0,61.0,93.0,False,10.3469546827773,3128.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1041,2.0,11.0,25.0,18.0,36.0,64.0,False,9.680406499268875,5190.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1042,2.0,9.0,19.0,14.0,38.0,69.0,False,9.90353755128617,1661.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1043,1.0,8.0,9.0,5.0,15.0,28.0,False,8.77971129020447,7188.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1044,1.0,26.0,29.0,12.0,22.0,50.0,False,9.105090961257085,6848.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1045,1.0,11.0,17.0,12.0,20.0,43.0,False,9.259225769705994,7512.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1046,2.0,3.0,5.0,7.0,30.0,45.0,False,9.546884034617925,2358.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1047,1.0,1.0,5.0,6.0,18.0,32.0,False,9.210440366976517,3311.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1048,3.0,18.0,24.0,10.0,50.0,91.0,False,9.210440366976517,9086.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1049,2.0,5.0,5.0,6.0,32.0,47.0,False,9.15915233520675,7425.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050,2.0,12.0,16.0,9.0,38.0,56.0,False,9.259225769705994,6889.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1051,2.0,7.0,9.0,8.0,31.0,53.0,False,9.105090961257085,5401.200000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1052,1.0,16.0,22.0,11.0,25.0,53.0,False,9.137877200242468,6690.799999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1053,2.0,2.0,2.0,22.0,55.0,96.0,False,10.251676592824563,4374.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1054,2.0,17.0,25.0,30.0,16.0,55.0,False,10.146316077166736,3128.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1055,3.0,17.0,25.0,24.0,30.0,62.0,False,9.335385860950407,9840.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1056,2.0,4.0,5.0,7.0,28.0,45.0,False,8.922791623969637,7743.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1057,1.0,3.0,5.0,8.0,18.0,35.0,False,8.987321812850125,2985.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1058,1.0,6.0,9.0,7.0,13.0,26.0,False,9.210440366976517,2755.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1059,2.0,34.0,36.0,16.0,40.0,76.0,False,9.433563920090563,6481.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1060,2.0,2.0,9.0,10.0,30.0,55.0,False,9.305741456739435,4063.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1061,2.0,23.0,25.0,14.0,42.0,79.0,False,10.089136899422757,6554.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,2.0,2.0,16.0,25.0,16.0,58.0,False,9.653871680890804,3046.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,2.0,22.0,25.0,22.0,17.0,48.0,False,10.089136899422757,3110.6000000000013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1064,1.0,15.0,23.0,12.0,16.0,39.0,False,9.210440366976517,6432.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1065,3.0,3.0,5.0,9.0,45.0,62.0,False,9.305741456739435,8022.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1066,1.0,18.0,25.0,12.0,17.0,58.0,False,9.61587214452889,4644.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1067,1.0,12.0,16.0,15.0,17.0,48.0,False,9.61587214452889,7209.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1068,3.0,12.0,25.0,38.0,142.0,170.0,False,10.239995502805316,6455.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1069,2.0,3.0,5.0,7.0,29.0,44.0,False,8.853808274977197,7183.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1070,2.0,4.0,20.0,12.0,50.0,82.0,False,9.798182590890704,5362.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1071,3.0,9.0,24.0,15.0,52.0,107.0,False,10.514013704407736,2125.2000000000007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072,2.0,2.0,9.0,6.0,38.0,46.0,False,9.04793908261736,7560.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1073,1.0,8.0,23.0,9.3,18.5,40.0,False,9.15915233520675,5818.000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1074,2.0,6.0,7.0,12.4,52.1,96.7,False,10.089136899422757,3097.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1075,2.0,19.0,24.0,14.0,50.0,74.0,False,9.90353755128617,3699.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,2.0,19.0,24.0,19.0,50.0,78.0,False,10.028533041510352,3603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1077,1.0,1.0,9.0,8.0,20.0,38.0,False,9.546884034617925,5072.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1078,1.0,7.0,16.0,19.0,15.0,49.0,False,9.488047863280759,3945.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1079,1.0,10.0,14.0,14.0,20.0,47.0,False,9.305741456739435,9186.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080,3.0,4.0,7.0,12.0,55.0,70.0,False,10.028533041510352,1461.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,2.0,2.0,5.0,7.0,30.0,46.0,False,8.853808274977197,5029.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1082,1.0,7.0,23.0,12.0,23.0,50.0,False,9.210440366976517,5330.4000000000015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1083,1.0,2.0,25.0,9.0,18.0,40.0,False,9.15915233520675,7388.000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1084,2.0,25.0,26.0,24.0,12.0,52.0,False,9.99884318585288,4242.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1085,2.0,11.0,12.0,9.0,35.0,57.0,False,8.77971129020447,6162.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086,2.0,5.0,5.0,8.0,30.0,45.0,False,8.77971129020447,7735.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1087,1.0,12.0,18.0,15.0,20.0,48.0,False,9.105090961257085,7469.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1088,2.0,3.0,6.0,7.0,34.0,58.0,False,9.546884034617925,2298.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1089,2.0,1.0,4.0,30.0,52.0,89.0,False,10.203629181337648,3153.6000000000013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1090,2.0,3.0,5.0,6.0,42.0,43.0,True,9.210440366976517,6191.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1091,3.0,12.0,16.0,10.0,60.0,100.0,False,10.514013704407736,6018.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1092,3.0,23.0,24.0,16.0,67.0,115.0,False,10.12667110305036,5531.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1093,2.0,13.0,25.0,12.0,50.0,73.0,False,8.987321812850125,8958.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1094,3.0,12.0,22.0,15.0,50.0,110.0,False,10.12667110305036,3998.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1095,2.0,6.0,16.0,15.0,40.0,67.0,False,9.546884034617925,5224.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1096,2.0,14.0,25.0,11.0,38.0,75.0,False,9.90353755128617,4429.4000000000015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,1.0,8.0,8.0,9.0,19.0,40.0,False,9.350189267092581,4499.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1098,3.0,14.0,21.0,14.0,48.0,71.0,False,9.433563920090563,5435.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1099,1.0,2.0,16.0,10.0,19.0,36.0,False,9.210440366976517,6530.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1100,2.0,4.0,5.0,25.0,15.0,63.0,False,10.251676592824563,925.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1101,2.0,3.0,5.0,7.0,26.0,37.0,False,9.392745258631441,5875.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1102,2.0,12.0,24.0,12.0,31.0,50.0,False,10.251676592824563,3271.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1103,2.0,14.0,15.0,18.0,35.0,75.0,False,9.433563920090563,3921.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1104,1.0,19.0,34.0,14.0,25.0,60.0,True,9.210440366976517,6848.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1105,2.0,14.0,16.0,9.0,26.0,46.0,False,9.105090961257085,8548.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1106,1.0,5.0,9.0,9.0,19.0,38.0,False,8.832149906002899,5856.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,2.0,1.0,1.0,8.0,38.0,70.0,False,8.853808274977197,6117.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1108,4.0,2.0,9.0,10.0,64.0,81.0,True,9.61587214452889,5344.4000000000015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1109,1.0,4.0,22.0,7.0,18.0,39.0,False,8.922791623969637,6299.800000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1110,3.0,18.0,23.0,12.0,53.0,104.0,False,9.90353755128617,5502.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1111,1.0,4.0,9.0,8.0,19.0,39.0,False,8.612685172875459,11182.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1112,2.0,1.0,16.0,8.0,36.0,48.0,False,9.082620630373812,4681.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1113,3.0,14.0,25.0,35.0,45.0,110.0,False,9.87822102528824,5837.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1114,1.0,3.0,5.0,7.0,18.0,30.0,False,8.77971129020447,7140.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1115,2.0,9.0,9.0,9.0,34.0,52.0,False,9.305741456739435,5007.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1116,2.0,5.0,5.0,6.0,25.0,32.0,False,8.853808274977197,4910.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1117,2.0,14.0,23.0,16.0,68.0,110.0,False,10.146316077166736,2064.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1118,1.0,24.0,25.0,14.0,23.0,52.0,False,9.546884034617925,6983.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1119,1.0,4.0,5.0,6.0,17.0,30.0,False,9.210440366976517,7743.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1120,2.0,17.0,26.0,10.0,40.0,75.0,False,9.789814808047552,7990.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1121,1.0,4.0,9.0,8.0,17.0,34.0,False,8.895766604056085,4796.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1122,1.0,2.0,5.0,8.0,18.0,32.0,False,8.922791623969637,4561.4000000000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1123,1.0,12.0,24.0,17.0,21.0,52.0,False,9.15915233520675,9349.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1124,1.0,10.0,25.0,11.0,15.0,43.0,False,9.44943600950432,5795.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1125,2.0,10.0,25.0,9.0,29.0,54.0,False,9.61587214452889,6381.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1126,3.0,3.0,14.0,18.0,65.0,110.0,False,9.798182590890704,4759.200000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1127,2.0,2.0,5.0,8.0,32.0,46.0,False,9.210440366976517,6791.400000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1128,2.0,3.0,4.0,18.0,33.0,65.0,False,10.085850775128717,626.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1129,1.0,15.0,22.0,13.0,17.0,47.0,False,9.53249633228804,6475.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1130,2.0,3.0,5.0,22.0,19.0,51.0,False,9.546884034617925,4955.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1131,3.0,17.0,24.0,9.0,38.0,90.0,False,10.028533041510352,8488.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1132,2.0,2.0,16.0,9.0,30.0,55.0,False,8.921457578947884,8591.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1133,1.0,19.0,31.0,14.0,25.0,60.0,False,9.210440366976517,6481.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1134,2.0,5.0,21.0,11.0,26.0,52.0,False,9.53249633228804,6386.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1135,2.0,4.0,7.0,10.0,38.0,58.0,False,9.61587214452889,1210.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1136,2.0,7.0,25.0,21.0,18.0,51.0,False,9.711176264112805,3271.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1137,2.0,15.0,22.0,12.0,25.0,45.0,False,9.105090961257085,9515.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1138,2.0,3.0,10.0,9.0,32.0,55.0,False,8.881975184248867,8488.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1139,1.0,8.0,9.0,6.0,16.0,32.0,False,9.071193240566025,4937.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1140,1.0,3.0,16.0,8.0,18.0,36.0,True,8.987321812850125,3649.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1141,1.0,2.0,9.0,9.0,20.0,35.0,False,8.699681400989514,11085.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1142,1.0,25.0,25.0,9.0,17.0,37.0,False,9.61587214452889,6432.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1143,1.0,25.0,25.0,17.0,17.0,37.0,False,9.61587214452889,6432.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1144,1.0,25.0,25.0,9.0,17.0,37.0,False,9.61587214452889,6432.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1145,1.0,2.0,5.0,6.0,19.0,33.0,False,8.612685172875459,7694.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1146,3.0,4.0,6.0,9.0,50.0,70.0,False,10.028533041510352,1461.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1147,1.0,25.0,25.0,9.0,17.0,37.0,False,9.61587214452889,6432.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1148,1.0,2.0,24.0,12.0,19.0,48.0,False,9.305741456739435,7532.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1149,3.0,3.0,3.0,20.0,35.0,65.0,False,9.392745258631441,7738.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1150,2.0,4.0,4.0,7.0,30.0,47.0,False,9.392745258631441,5499.400000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1151,2.0,2.0,9.0,15.0,30.0,62.0,False,9.740850969058572,3406.200000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1152,2.0,6.0,16.0,10.0,38.0,58.0,False,9.15915233520675,6839.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1153,1.0,1.0,9.0,1.0,1.0,41.0,False,9.472781556562168,1866.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1154,1.0,1.0,9.0,6.5,15.0,32.0,False,8.517393171418904,8452.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1155,1.0,4.0,9.0,1.0,1.0,36.0,False,9.433563920090563,2316.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1156,2.0,5.0,23.0,22.0,23.0,60.0,False,9.741027444837728,5937.400000000002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1157,2.0,7.0,24.0,15.0,33.0,56.0,False,9.61587214452889,1788.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1158,2.0,10.0,25.0,10.0,28.0,54.0,False,9.61587214452889,6381.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1159,1.0,4.0,9.0,6.0,20.0,33.0,False,8.853808274977197,7605.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1160,1.0,25.0,25.0,9.0,17.0,37.0,False,9.61587214452889,6432.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1161,1.0,5.0,16.0,9.0,16.0,33.0,False,8.77971129020447,5445.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1162,2.0,12.0,22.0,22.0,15.0,49.0,False,9.711176264112805,4564.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1163,1.0,3.0,25.0,12.0,21.0,51.0,False,9.305741456739435,5639.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1164,1.0,11.0,24.0,10.0,19.0,38.0,False,9.210440366976517,6299.800000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1165,2.0,6.0,9.0,14.0,35.0,78.0,False,9.99884318585288,1999.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,1.0,3.0,5.0,5.0,16.0,26.0,False,8.517393171418904,8203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1167,2.0,15.0,16.0,9.0,31.0,56.0,False,9.105090961257085,6972.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1168,2.0,4.0,5.0,7.0,30.0,46.0,False,8.987321812850125,5060.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1169,2.0,34.0,36.0,10.0,42.0,76.0,False,9.433563920090563,6481.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1170,2.0,2.0,16.0,10.0,30.0,58.0,False,9.653871680890804,3046.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1171,1.0,1.0,4.0,10.0,20.0,48.0,False,9.472781556562168,1866.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1172,1.0,2.0,11.0,14.0,18.0,50.0,False,9.210440366976517,6356.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1173,1.0,6.0,9.0,12.0,16.0,38.0,False,8.922791623969637,13239.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,1.0,8.0,9.0,7.0,18.0,33.0,False,8.699681400989514,9730.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1175,1.0,9.0,16.0,1.0,1.0,32.0,False,9.350189267092581,2413.2000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1176,4.0,9.0,9.0,16.0,67.0,108.0,False,10.43396873396056,2304.2000000000007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1177,1.0,3.0,12.0,8.0,18.0,36.0,False,9.15915233520675,4645.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,4.0,7.0,10.0,12.0,56.0,97.0,False,9.392745258631441,7670.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1179,1.0,26.0,27.0,12.0,19.0,45.0,False,9.472781556562168,7689.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1180,2.0,18.0,25.0,17.0,35.0,55.0,False,9.546884034617925,6159.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1181,3.0,2.0,22.0,15.0,65.0,90.0,False,9.61587214452889,5981.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1182,1.0,24.0,25.0,13.0,18.0,55.0,False,9.210440366976517,7746.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1183,1.0,7.0,9.0,12.0,20.0,50.0,False,8.987321812850125,6364.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,1.0,15.0,25.0,9.0,17.0,36.0,False,9.210440366976517,6270.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1185,2.0,11.0,16.0,14.0,32.0,65.0,False,8.987321812850125,11764.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1186,2.0,4.0,5.0,7.0,29.0,44.0,False,8.922791623969637,5407.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1187,2.0,4.0,9.0,7.5,30.0,47.0,False,8.895766604056085,7817.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1188,2.0,26.0,27.0,11.0,45.0,72.0,False,8.987321812850125,10302.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1189,2.0,3.0,5.0,6.0,30.0,45.0,False,9.105090961257085,626.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1190,1.0,11.0,17.0,11.0,21.0,44.0,False,9.392745258631441,6149.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1191,1.0,12.0,16.0,8.0,18.0,35.0,True,8.987321812850125,4337.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1192,1.0,2.0,16.0,9.0,17.0,36.0,False,9.210440366976517,6530.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1193,2.0,4.0,5.0,7.0,30.0,45.0,False,9.61587214452889,2723.600000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1194,2.0,18.0,25.0,9.0,37.0,48.0,False,9.047821442478408,11170.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1195,1.0,4.0,9.0,8.0,18.0,33.0,False,8.699681400989514,6539.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1196,1.0,7.0,9.0,9.0,18.0,32.0,False,8.699681400989514,9796.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1197,2.0,3.0,10.0,12.0,40.0,60.0,False,9.510519035757246,4517.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1198,1.0,19.0,20.0,9.0,17.0,43.0,False,9.433563920090563,6059.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1199,1.0,2.0,16.0,9.0,18.0,35.0,False,9.04793908261736,3990.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,3.0,4.0,5.0,7.0,45.0,65.0,False,8.853808274977197,6377.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1201,1.0,6.0,16.0,15.0,19.0,48.0,False,8.853808274977197,11336.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,2.0,6.0,16.0,8.0,40.0,54.0,False,9.305741456739435,7845.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1203,2.0,14.0,22.0,12.0,35.0,75.0,False,10.12667110305036,5631.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,1.0,20.0,25.0,15.0,10.0,31.0,False,9.305741456739435,6915.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1205,2.0,3.0,26.0,14.0,50.0,92.0,False,10.43396873396056,3342.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1206,2.0,12.0,24.0,12.0,40.0,52.0,False,9.642187721358466,6349.800000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,2.0,3.0,5.0,6.0,30.0,46.0,False,9.472781556562168,5009.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1208,3.0,5.0,9.0,7.0,41.0,63.0,False,9.210440366976517,7263.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1209,2.0,10.0,25.0,9.0,30.0,54.0,False,9.61587214452889,6381.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
