,ID,AdPrice,Info,District,Metro,Adress,Rooms,Floor,TotalFloor,KitchenArea,LivingArea,TotalArea,Center,Hospital,Kindergarten,School,OfferType,Rate,Walls,WaterHeatType,Price,LocNum,StreetUA,Street
358,15232105.0,,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Кравченко Николая ул., 17",Шевченківський,," Кравченко Николая ул., 17",2.0,5.0,9.0,8.0,32.0,55.0,False,False,False,False,від посередника,,панель,False,12500,1697.0000000000002, Кравченко Николая ул.,Vilhelma Kotarbinskoho St
359,14801829.0,плата згідно з лічильниками,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Сикорского, буд. 1а",Шевченківський,," Сикорского, буд. 1а",2.0,18.0,25.0,13.0,40.0,75.0,False,False,False,False,від власника,,цегла,False,22000,3603.2, Сикорского,
360,15231249.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Стеценка вулиця",Шевченківський,, Стеценка вулиця,2.0,2.0,2.0,7.0,30.0,46.0,False,False,False,False,від посередника,,цегла,False,6500,6108.6, Стеценка вулиця,Stetsenka St
361,15091593.0,,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, Большая Житомирская ул., 25",Шевченківський,," Большая Житомирская ул., 25",3.0,7.0,8.0,9.0,34.0,70.0,False,False,False,False,від посередника,,панель,False,21000,1263.6, Большая Житомирская ул.,Velyka Zhytomyrska St
362,15133112.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Софии Русовой вулиця, буд. 7",Дарницький,Осокорки," Софии Русовой вулиця, буд. 7",2.0,10.0,25.0,9.0,29.0,54.0,False,False,False,False,від посередника,,панель,False,15000,6381.2, Софии Русовой вулиця,Sophii Rusovoi St
363,15231251.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, ст.м. Позняки, Лариси Руденко вулиця, буд. 10в",Дарницький,Позняки," Лариси Руденко вулиця, буд. 10в",1.0,17.0,18.0,11.0,18.0,45.0,False,False,False,False,від власника,,керамзитобетон,False,10000,7366.0, Лариси Руденко вулиця,Larysy Rudenko St
364,13749096.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, ст.м. Берестейська, Сікорського вулиця",Шевченківський,Берестейська, Сікорського вулиця,2.0,9.0,25.0,20.0,50.0,75.0,False,False,False,False,від посередника,,цегла,False,18000,3965.6, Сікорського вулиця,Aviakonstructor Igor Sikorsky St
365,15036857.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, ст.м. Хрещатик, Лютеранська вулиця, буд. 8",Печерський,Хрещатик," Лютеранська вулиця, буд. 8",2.0,1.0,6.0,20.0,40.0,65.0,False,False,False,False,від представника господаря (без комісійних),,цегла,False,26912,2100.2, Лютеранська вулиця,Liuteranska St
366,13475879.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Деснянський, Маяковського Володимира проспект",Деснянський,, Маяковського Володимира проспект,2.0,8.0,9.0,10.0,34.0,48.0,False,False,False,False,від посередника,,цегла,False,3000,8731.2, Маяковського Володимира проспект,Volodymyra Mayakovs'koho Ave
367,15231171.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, ст.м. Харківська, Архітектора Вербицького вулиця, буд. 10",Дарницький,Харківська," Архітектора Вербицького вулиця, буд. 10",1.0,4.0,16.0,8.0,18.0,42.0,False,False,False,False,від посередника,,цегла,False,6500,6611.6, Архітектора Вербицького вулиця,Arkhitektora Verbyts'koho St
368,15231382.0,,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дніпровський, Воскресенская ул., 14 quotБquot",Дніпровський,," Воскресенская ул., 14 quotБquot",2.0,20.0,24.0,12.0,35.0,70.0,False,False,False,False,від посередника,,панель,False,15000,7576.8, Воскресенская ул.,Voskresenska St
369,8914631.0,плата згідно з лічильниками,"Довгострокова оренда квартири, 1 кім., Киев, р‑н. Соломенский, Кадетский Гай,6",Соломенский,," Кадетский Гай,6",1.0,8.0,17.0,9.7,16.5,51.4,True,False,False,False,від власника,,цегла,False,13000,7347.6, Кадетский Гай,Kadets'kyi Hai St
370,15145377.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, ст.м. Нивки, Щербакова вулиця, буд. 53-",Шевченківський,Нивки," Щербакова вулиця, буд. 53-",2.0,2.0,5.0,8.0,29.0,52.0,False,False,False,False,від посередника,,цегла,False,10000,5784.200000000002, Щербакова вулиця,Danyla Shcherbakivskoho St
371,9635637.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Киев, р‑н. Печерский, ст.м. Дружбы народов, ул.Мичурина",Печерский,Дружбы народов, ул.Мичурина,2.0,10.0,14.0,9.0,30.0,50.0,False,False,False,False,від власника,,цегла,False,13000,3680.6, ул.Мичурина,Ulitsa Michurina
372,15232265.0,,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Деснянський, Закревского Николая ул., 101",Деснянський,," Закревского Николая ул., 101",1.0,6.0,16.0,10.0,17.0,45.0,False,False,False,False,від посередника,,панель,False,10000,11280.2, Закревского Николая ул.,Mykoly Zakrevs'koho St
373,15232270.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, Дубровицька вулиця, буд. 8",Оболонський,," Дубровицька вулиця, буд. 8",1.0,5.0,9.0,6.0,12.0,27.0,False,False,False,False,від посередника,,панель,False,4700,6527.8, Дубровицька вулиця,Dubrovytska St
374,15232309.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Софии Русовой вулиця, буд. 7",Дарницький,Осокорки," Софии Русовой вулиця, буд. 7",2.0,10.0,26.0,9.0,29.0,54.0,False,False,False,False,від посередника,,панель,False,15000,6381.2, Софии Русовой вулиця,Sophii Rusovoi St
375,15232373.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, ст.м. Берестейська, Миколи Василенка вулиця, буд. 17",Соломенський,Берестейська," Миколи Василенка вулиця, буд. 17",2.0,3.0,9.0,8.0,30.0,56.0,False,False,False,False,від посередника,,панель,False,9300,5786.2, Миколи Василенка вулиця,Mykoly Vasylenka St
376,15130046.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Софии Русовой вулиця, буд. 7",Дарницький,Осокорки," Софии Русовой вулиця, буд. 7",2.0,10.0,25.0,9.0,28.0,54.0,False,False,False,False,від посередника,,панель,False,15000,6381.2, Софии Русовой вулиця,Sophii Rusovoi St
377,15232397.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дніпровський, ст.м. Лівобережна, Олексія Давидова бульвар, буд. 3",Дніпровський,Лівобережна," Олексія Давидова бульвар, буд. 3",2.0,1.0,9.0,7.0,33.0,47.0,False,False,False,False,від посередника,,цегла,False,7800,4794.200000000002, Олексія Давидова бульвар,Ihoria Shamo Blvd
378,15232449.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, ст.м. Політехнічний інститут, Григорія Андрющенка вулиця, буд. 6г",Шевченківський,Політехнічний інститут," Григорія Андрющенка вулиця, буд. 6г",2.0,14.0,25.0,26.0,50.0,76.0,False,False,False,False,від посередника,,цегла,False,18000,2434.8, Григорія Андрющенка вулиця,Hryhoriia Andriushchenka St
379,15232538.0,немає,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Чавдар Елизаветы вулиця, буд. 1",Дарницький,Осокорки," Чавдар Елизаветы вулиця, буд. 1",1.0,17.0,25.0,15.0,25.0,55.0,False,False,False,False,від посередника,,цегла,False,11000,5518.2, Чавдар Елизаветы вулиця,Yelyzavety Chavdar St
380,15232541.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Шевченківський, ст.м. Лук'янівська, Зоологічна вулиця, буд. 12/15",Шевченківський,Лук'янівська," Зоологічна вулиця, буд. 12/15",1.0,7.0,9.0,9.0,16.0,30.0,False,False,False,False,від посередника,,цегла,False,7500,2759.4, Зоологічна вулиця,Zoolohichna St
381,15232576.0,плата згідно з лічильниками,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, ст.м. Берестейська, ул Машиностроительная 39, буд. 39",Соломенський,Берестейська," ул Машиностроительная 39, буд. 39",1.0,12.0,13.0,6.0,18.0,24.0,False,False,False,False,від посередника,,цегла,False,12000,4898.200000000002, ул Машиностроительная 39,Mashynobudivna St
382,15232590.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Голосіївський, ст.м. Деміївська, Голосеевская улица, буд. 13",Голосіївський,Деміївська," Голосеевская улица, буд. 13",2.0,17.0,25.0,15.0,32.0,64.0,False,False,False,False,від посередника,,цегла,False,13000,4644.6, Голосеевская улица,Holosiivska St
383,15232619.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, ст.м. Палац ""Україна"", Саперне Поле вулиця, буд. 28",Печерський,"Палац ""Україна"""," Саперне Поле вулиця, буд. 28",2.0,3.0,5.0,8.0,31.0,46.0,False,False,False,False,від посередника,,цегла,False,11000,3282.2, Саперне Поле вулиця,Saperne Pole St
384,15232624.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, Кулряшова вулиця, буд. 18",Соломенський,," Кулряшова вулиця, буд. 18",2.0,4.0,24.0,25.0,15.0,64.0,False,False,False,False,від посередника,,цегла,False,18000,3561.2, Кулряшова вулиця,Kudryashova St
385,15232621.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, ст.м. Дружби народів, Михайла Драгомірова вулиця, буд. 2а",Печерський,Дружби народів," Михайла Драгомірова вулиця, буд. 2а",2.0,18.0,25.0,16.0,46.0,64.0,False,False,False,False,від посередника,,цегла,False,16500,3110.600000000001, Михайла Драгомірова вулиця,Mykhaila Drahomyrova St
386,15232840.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дніпровський, ст.м. Лівобережна, Ованеса Туманяна вулиця, буд. 3",Дніпровський,Лівобережна," Ованеса Туманяна вулиця, буд. 3",2.0,15.0,25.0,15.0,42.0,65.0,False,False,False,False,від посередника,,цегла,False,12500,4429.4000000000015, Ованеса Туманяна вулиця,Ovanesa Tumanyana St
387,15232422.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, Волго-Донська вулиця, буд. 58",Дарницький,," Волго-Донська вулиця, буд. 58",1.0,3.0,9.0,7.0,20.0,37.0,False,False,False,False,від посередника,,цегла,False,6000,7613.4, Волго-Донська вулиця,Volho-Donska St
388,15232629.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, ст.м. Університет, Саксаганского, буд. 121",Шевченківський,Університет," Саксаганского, буд. 121",2.0,7.0,22.0,19.0,48.0,108.0,False,False,False,False,від представника господаря (без комісійних),,цегла,True,20000,2131.2000000000007, Саксаганского,Saksahanskoho St
389,15232852.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Печерський, ст.м. Печерська, Лесі Українки бульвар, буд. 24",Печерський,Печерська," Лесі Українки бульвар, буд. 24",3.0,4.0,9.0,9.0,45.0,60.0,False,False,False,False,від власника,,цегла,False,12000,2109.6, Лесі Українки бульвар,Lesi Ukrainky Blvd
390,15232860.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, ст.м. Берестейська, Сікорського вулиця, буд. 4",Шевченківський,Берестейська," Сікорського вулиця, буд. 4",2.0,12.0,24.0,15.0,37.0,64.0,False,False,False,False,від посередника,,цегла,False,14000,3699.2, Сікорського вулиця,Aviakonstructor Igor Sikorsky St
391,15232939.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, Героев Севастополя ул, буд. 36",Соломенський,," Героев Севастополя ул, буд. 36",2.0,2.0,5.0,8.0,33.0,48.0,False,False,False,False,від посередника,,цегла,False,7800,6935.6, Героев Севастополя ул,Heroiv Sevastopolya St
392,15232895.0,плата згідно з лічильниками,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Соломенський, ст.м. Вокзальна, Курська вулиця, буд. 13в",Соломенський,Вокзальна," Курська вулиця, буд. 13в",3.0,5.0,10.0,9.0,43.0,81.0,True,True,True,True,від власника,,керамзитобетон,False,12000,4988.200000000002, Курська вулиця,Kurska St
393,15232956.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дніпровський, ст.м. Лівобережна, Соборности, буд. 30",Дніпровський,Лівобережна," Соборности, буд. 30",2.0,34.0,35.0,15.0,30.0,70.0,True,True,True,True,від посередника,,цегла,False,15000,4564.2, Соборности,
394,15233057.0,немає,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дарницький, ст.м. Харківська, Харківське шосе, буд. 170",Дарницький,Харківська," Харківське шосе, буд. 170",3.0,1.0,16.0,9.0,44.0,74.0,False,False,False,False,від власника,,панель,False,10000,6925.6, Харківське шосе,Kharkivs'ke Hwy
395,15057705.0,немає,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Урловская, буд. 11А",Дарницький,Осокорки," Урловская, буд. 11А",3.0,3.0,24.0,20.0,60.0,117.0,False,False,False,False,від посередника,,цегла,False,18000,6322.4000000000015, Урловская,Urlivska St
396,15233098.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Деснянський, ст.м. Лісова, Маршала Жукова вулиця, буд. 41/28",Деснянський,Лісова," Маршала Жукова вулиця, буд. 41/28",2.0,5.0,9.0,6.0,34.0,59.0,False,False,False,False,від посередника,,панель,False,7500,8264.4, Маршала Жукова вулиця,Kubanskoi Ukrainy St
397,15233282.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, ст.м. Печерська, Панаса Мирного вулиця, буд. 11",Печерський,Печерська," Панаса Мирного вулиця, буд. 11",2.0,8.0,12.0,8.5,30.0,60.0,True,True,True,True,від власника,,панель,True,18000,2491.2000000000007, Панаса Мирного вулиця,Panasa Myrnoho St
398,15233306.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, ст.м. Вирлиця, Каменская",Дарницький,Вирлиця, Каменская,1.0,4.0,4.0,6.0,25.0,31.0,False,False,False,False,від посередника,,цегла,False,11000,626.0, Каменская,
399,15233347.0,,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Житкова Бориса ул., 9",Шевченківський,," Житкова Бориса ул., 9",2.0,2.0,3.0,6.0,26.0,42.0,False,False,False,False,від посередника,,панель,False,10500,4007.8, Житкова Бориса ул.,Borysa Zhytkova St
400,15233393.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Дарниця, Новодарницька вулиця",Дарницький,Дарниця, Новодарницька вулиця,2.0,2.0,2.0,7.0,7.0,49.0,False,False,False,False,від власника,,цегла,False,6000,7498.800000000001, Новодарницька вулиця,Novodarnytska St
401,15233395.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 5 кім., Київ, р‑н. Печерський, ст.м. Площа Льва Толстого, Льва Толстого вулиця",Печерський,Площа Льва Толстого, Льва Толстого вулиця,5.0,3.0,4.0,20.0,118.0,175.0,False,False,False,False,від представника господаря (без комісійних),,цегла,False,84703,1763.4, Льва Толстого вулиця,Lva Tolstoho St
402,15233350.0,,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дарницький, Соломии Крушельницкой ул., 15",Дарницький,," Соломии Крушельницкой ул., 15",3.0,10.0,24.0,34.0,30.0,88.0,False,False,False,False,від посередника,,панель,False,17000,7388.000000000001, Соломии Крушельницкой ул.,Solomii Krushel'nyts'koi St
403,15232913.0,немає,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Голосіївський, ст.м. Виставковий центр, Михаила Ломоносова вулиця, буд. 52",Голосіївський,Виставковий центр," Михаила Ломоносова вулиця, буд. 52",1.0,7.0,18.0,15.0,25.0,52.0,False,False,False,False,від посередника,,цегла,False,11500,6153.800000000001, Михаила Ломоносова вулиця,Mykhaila Lomonosova St
404,15233513.0,немає,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Оболонський, ст.м. Оболонь, Маршала Тимошенка вулиця, буд. 2/4",Оболонський,Оболонь," Маршала Тимошенка вулиця, буд. 2/4",3.0,3.0,17.0,8.0,44.0,66.0,False,False,False,False,від представника господаря (без комісійних),,цегла,False,14000,4375.4, Маршала Тимошенка вулиця,Marshala Tymoshenka St
405,15233072.0,немає,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, Бориспільська вулиця, буд. 12в",Дарницький,," Бориспільська вулиця, буд. 12в",1.0,9.0,16.0,14.0,34.0,73.0,False,False,False,False,від представника господаря (без комісійних),,цегла,False,13000,8488.800000000001, Бориспільська вулиця,Boryspilska St
406,15233518.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дніпровський, ст.м. Лівобережна, Микільсько-Слобідська вулиця, буд. 2б",Дніпровський,Лівобережна," Микільсько-Слобідська вулиця, буд. 2б",1.0,11.0,15.0,12.0,27.0,50.0,False,False,False,False,від власника,,цегла,False,12000,4747.0, Микільсько-Слобідська вулиця,Mykilsko-Slobidska St
407,15232666.0,немає,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Чавдар Елизаветы вулиця, буд. 1",Дарницький,Осокорки," Чавдар Елизаветы вулиця, буд. 1",1.0,18.0,25.0,15.0,25.0,52.0,False,False,False,False,від посередника,,цегла,False,10000,5518.2, Чавдар Елизаветы вулиця,Yelyzavety Chavdar St
408,15232645.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Голосіївський, ст.м. Виставковий центр, Михаила Ломоносова вулиця, буд. 71а",Голосіївський,Виставковий центр," Михаила Ломоносова вулиця, буд. 71а",2.0,3.0,18.0,16.0,38.0,82.0,False,False,False,False,від посередника,,цегла,False,17999,5959.4, Михаила Ломоносова вулиця,Mykhaila Lomonosova St
409,15174332.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Шевченківський, ст.м. Позняки, Ахматової Анни вулиця, буд. 13",Шевченківський,Позняки," Ахматової Анни вулиця, буд. 13",1.0,19.0,22.0,14.0,50.0,81.0,False,False,False,False,від посередника,,цегла,False,13500,7114.200000000002, Ахматової Анни вулиця,Anny Akhmatovoi St
410,15232700.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, ст.м. Оболонь, Дубровицька вулиця, буд. 3",Оболонський,Оболонь," Дубровицька вулиця, буд. 3",1.0,9.0,9.0,6.0,12.0,30.0,False,False,False,False,від посередника,,цегла,False,5000,6529.8, Дубровицька вулиця,Dubrovytska St
411,15232712.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Святошинський, Семеренко , буд. 24 а",Святошинський,," Семеренко , буд. 24 а",1.0,4.0,9.0,7.0,17.0,28.0,False,False,False,False,від власника,,цегла,False,6500,11149.4, Семеренко ,
412,15232728.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, ст.м. Берестейська, Сікорського вулиця, буд. 1",Шевченківський,Берестейська," Сікорського вулиця, буд. 1",2.0,14.0,25.0,15.0,42.0,67.0,False,False,False,False,від посередника,,цегла,False,13000,4159.2, Сікорського вулиця,Aviakonstructor Igor Sikorsky St
413,15232761.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, ст.м. Вокзальна, Кулряшова вулиця, буд. 16",Соломенський,Вокзальна," Кулряшова вулиця, буд. 16",2.0,12.0,25.0,15.0,55.0,72.0,False,False,False,False,від посередника,,цегла,False,15000,4048.6, Кулряшова вулиця,Kudryashova St
414,15232804.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, ст.м. Дружби народів, Німанська вулиця, буд. 7",Печерський,Дружби народів," Німанська вулиця, буд. 7",2.0,2.0,5.0,8.0,33.0,50.0,False,False,False,False,від посередника,,цегла,False,10800,2512.0, Німанська вулиця,Nimanska St
415,15233534.0,,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, Петра Калнышевского ул., 7",Оболонський,," Петра Калнышевского ул., 7",1.0,5.0,25.0,9.0,20.0,40.0,False,False,False,False,від посередника,,панель,False,9000,7099.0, Петра Калнышевского ул.,Petra Kalnyshevskoho Avenue
416,15233625.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Святошинський, Булгакова вулиця, буд. 7",Святошинський,," Булгакова вулиця, буд. 7",1.0,6.0,9.0,9.0,19.0,40.0,False,False,False,False,від посередника,,панель,False,7500,10442.8, Булгакова вулиця,Bulhakova St
417,15228313.0,,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Дніпровський, Окипной Раисы ул., 4 quotАquot",Дніпровський,," Окипной Раисы ул., 4 quotАquot",4.0,4.0,9.0,18.0,110.0,175.0,False,False,False,False,від посередника,,панель,False,45326,4039.400000000001, Окипной Раисы ул.,Raisy Okipnoi St
418,15228200.0,немає,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Голосіївський, ст.м. Олімпійська, Велика Васильківська вулиця, буд. 94",Голосіївський,Олімпійська," Велика Васильківська вулиця, буд. 94",2.0,14.0,15.0,9.0,32.0,55.0,False,False,False,False,від посередника,,цегла,False,22000,1748.8000000000004, Велика Васильківська вулиця,Velyka Vasylkivska St
419,15228314.0,,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Печерський, Драгомирова Михаила ул., 16",Печерський,," Драгомирова Михаила ул., 16",3.0,8.0,19.0,20.0,100.0,130.0,False,False,False,False,від посередника,,панель,False,70822,3589.600000000001, Драгомирова Михаила ул.,Mykhaila Drahomyrova St
420,15228217.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, ст.м. Шулявська, Відрадний проспект, буд. 40",Соломенський,Шулявська," Відрадний проспект, буд. 40",2.0,2.0,5.0,5.0,46.0,55.0,True,False,True,True,від власника,,цегла,False,8000,7980.6, Відрадний проспект,Vidradnyi Ave
421,15225888.0,немає,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Оболонський, ст.м. Мінська, Героїв Сталінграда проспект, буд. 12е",Оболонський,Мінська," Героїв Сталінграда проспект, буд. 12е",4.0,18.0,25.0,25.0,70.0,120.0,False,False,False,False,від представника господаря (без комісійних),,цегла,False,42493,4277.200000000002, Героїв Сталінграда проспект,Heroiv Stalinhrada Ave
422,14575256.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дніпровський, ст.м. Лівобережна, Дніпровська набережна, буд. 9А",Дніпровський,Лівобережна," Дніпровська набережна, буд. 9А",3.0,7.0,9.0,6.0,53.0,59.0,True,False,True,True,від власника,,цегла,False,11000,5424.6, Дніпровська набережна,Dniprovs'ka embankment
423,15227003.0,,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Деснянський, Данькевича Константина ул., 8",Деснянський,," Данькевича Константина ул., 8",1.0,1.0,20.0,11.0,18.0,43.0,False,False,False,False,від посередника,,панель,False,7000,10574.0, Данькевича Константина ул.,Kostyantyna Dan'kevycha St
424,15227010.0,,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, Лепсе Ивана бул., 6",Соломенський,," Лепсе Ивана бул., 6",1.0,7.0,13.0,3.0,10.0,17.0,False,False,False,False,від посередника,,цегла,False,7800,5237.8, Лепсе Ивана бул.,bulvar Vatslava Havela
425,15226534.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Печерський, ст.м. Дружби народів, Лесі Українки бульвар",Печерський,Дружби народів, Лесі Українки бульвар,1.0,9.0,12.0,11.0,28.0,57.0,False,False,False,False,від власника,,цегла,False,14900,1896.8, Лесі Українки бульвар,Lesi Ukrainky Blvd
426,15225944.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Голосіївський, ст.м. Університет, Льва Толстого вулиця, буд. 49",Голосіївський,Університет," Льва Толстого вулиця, буд. 49",3.0,8.0,9.0,8.0,42.0,65.0,False,False,False,False,від посередника,,цегла,False,15500,2104.2, Льва Толстого вулиця,Lva Tolstoho St
427,12657938.0,немає,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Подільський, ст.м. Контрактовая площадь, Спаська вулиця",Подільський,Контрактовая площадь, Спаська вулиця,3.0,5.0,5.0,18.0,60.0,105.0,False,False,False,False,від власника,,цегла,False,65000,1771.2, Спаська вулиця,Spaska St
428,15226032.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Деснянський, Маяковського Володимира проспект, буд. 49а",Деснянський,," Маяковського Володимира проспект, буд. 49а",1.0,5.0,9.0,9.0,20.0,38.0,False,False,False,False,від посередника,,панель,False,7500,9183.2, Маяковського Володимира проспект,Volodymyra Mayakovs'koho Ave
429,15226028.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, Смілянська вулиця, буд. 15",Соломенський,," Смілянська вулиця, буд. 15",2.0,12.0,25.0,18.0,42.0,70.0,False,False,False,False,від власника,,цегла,False,15000,6712.8, Смілянська вулиця,Smilianska St
430,15226054.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, ст.м. Шулявська, Гарматна вулиця, буд. 20",Соломенський,Шулявська," Гарматна вулиця, буд. 20",1.0,10.0,19.0,12.0,18.0,49.0,False,False,False,False,від посередника,,цегла,False,13000,4513.4000000000015, Гарматна вулиця,Harmatna St
431,15226061.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Соломенський, ст.м. Шулявська, Гарматна вулиця, буд. 38а",Соломенський,Шулявська," Гарматна вулиця, буд. 38а",3.0,15.0,19.0,20.0,30.0,66.0,False,False,False,False,від посередника,,цегла,False,22000,5294.4, Гарматна вулиця,Harmatna St
432,15226092.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Святошинський, ст.м. Академмістечко, Прилужна вулиця, буд. 10",Святошинський,Академмістечко," Прилужна вулиця, буд. 10",3.0,7.0,10.0,12.0,70.0,100.0,False,False,False,False,від посередника,,цегла,False,12000,7670.4, Прилужна вулиця,Pryluzhna St
433,15226262.0,плата згідно з лічильниками і за опалення,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Деснянський, ст.м. Чернігівська, Мілютенка вулиця",Деснянський,Чернігівська, Мілютенка вулиця,2.0,3.0,9.0,7.5,31.0,46.0,False,True,True,True,від посередника,,железобетон,False,8500,6548.0, Мілютенка вулиця,Milyutenka St
