AdPrice,Adress,Center,District,Floor,Hospital,ID,Kindergarten,KitchenArea,LivingArea,Metro,OfferType,Price,Rate,Rooms,School,Street,TotalArea,TotalFloor,Walls,WaterHeatType 
немає  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Патріса Лумумби вулиця, буд. 6/1",False,nan,9,False,15133390,False,nan,nan,nan,від посередника  ,33 994,nan,2,False,nan,85 м² ,23,цегла  ,False
немає  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Сергія Струтинського вулиця, буд. 2",False,nan,15,False,15133391,False,nan,nan,nan,від представника господаря (без комісійних)  ,84 986,nan,2,False,nan,84 м² ,28,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, ст.м. Шулявська, Гарматна вулиця",False,nan,16,False,13308631,False,nan,nan,nan,від посередника  ,17 000,nan,2,False,nan,56 м² ,23,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Подільський, Глибочицька вулиця, буд. 32",False,nan,1,False,15031318,False,18 м² ,77 м² ,nan,від представника господаря (без комісійних)  ,50 000,nan,3,False,nan,115 м² ,25,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Ахматової Анни вулиця",False,nan,цокольний,False,13488708,False,15.5 м² ,40 м² ,nan,від представника господаря (без комісійних)  ,15 999,nan,2,False,nan,80 м² ,16,цегла  ,False
немає  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Анрі Барбюса вулиця, буд. 37/1",False,nan,13,False,15133392,False,nan,nan,nan,від посередника  ,31 161,nan,2,False,nan,70 м² ,25,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Осокорки, Миколи Бажана проспект, буд. 12",False,nan,11,False,15133423,False,16 м² ,40 м² ,nan,від посередника  ,14 000,nan,2,False,nan,80 м² ,22,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Печерський, ст.м. Печерська, Лесі Українки бульвар, буд. 30б",False,nan,5,False,15133772,False,nan,nan,nan,від посередника  ,36 827,nan,3,False,nan,120 м² ,21,цегла  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Оболонський, Малиновского Маршала ул., 13",False,nan,3,False,15133835,False,nan,nan,nan,від посередника  ,12 000,nan,2,False,nan,50 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Островского пер., 40",False,nan,9,False,15130771,False,nan,nan,nan,від посередника  ,24 000,nan,2,False,nan,77 м² ,20,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Михайловский пер., 7",False,nan,4,False,15132547,False,nan,nan,nan,від посередника  ,15 000,nan,2,False,nan,50 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Печерський, Виноградный пер., 6",False,nan,5,False,15130776,False,10 м² ,62 м² ,nan,від посередника  ,19 000,nan,3,False,nan,85 м² ,10,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Заречная ул., 1 quotБquot",False,nan,11,False,15130766,False,13 м² ,48 м² ,nan,від посередника  ,16 000,nan,2,False,nan,64 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дніпровський, Харьковское шоссе, 15 quotАquot",False,nan,11,False,15130764,False,nan,25 м² ,nan,від посередника  ,14 000,nan,2,False,nan,44 м² ,17,цегла  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, Соломенская ул., 20 quotАquot",False,nan,14,False,15125981,False,9 м² ,22 м² ,nan,від посередника  ,21 000,nan,1,False,nan,49 м² ,26,моноліт  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Голосіївський, Науки пр-т, 60",False,nan,21,False,15125982,False,nan,nan,nan,від посередника  ,11 000,nan,1,False,nan,49 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Шевченківський, Руданского Степана ул.",False,nan,16,False,15130774,False,35 м² ,55 м² ,nan,від посередника  ,22 345,nan,4,False,nan,130 м² ,18,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Харьковское шоссе, 152",False,nan,21,False,15125984,False,nan,nan,nan,від посередника  ,13 500,nan,2,False,nan,75 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Святошинський, Чаадаева Петра ул., 2 quotАquot",False,nan,9,False,15125979,False,18 м² ,60 м² ,nan,від посередника  ,12 748,nan,4,False,nan,120 м² ,18,моноліт  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Подільський, Осиповского, буд. 3",False,nan,7,False,15125838,False,6 м² ,18 м² ,nan,від посередника  ,6 100,nan,1,False,nan,30 м² ,9,цегла  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, Вышгородская ул., 562",False,nan,2,False,15125908,False,10 м² ,20 м² ,nan,від посередника  ,10 000,nan,1,False,nan,45 м² ,5,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 2 кім., Київ, ст.м. Теремки",False,nan,4,False,15133646,False,6 м² ,36 м² ,nan,від власника  ,6 500,nan,2,False,nan,51 м² ,10,каркасно-каменная  ,True
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Оболонський, Оболонский пр-т, 2 quotАquot",False,nan,9,False,15125987,False,nan,30 м² ,nan,від посередника  ,12 000,nan,2,False,nan,50 м² ,10,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Голосіївський, Вильямса Академика ул., 37",False,nan,12,False,15125943,False,nan,nan,nan,від посередника  ,12 000,nan,2,False,nan,68 м² ,18,цегла  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Шевченківський, Руданского Степана ул.",False,nan,цокольний,False,15125913,False,nan,55 м² ,nan,від посередника  ,22 300,nan,4,False,nan,130 м² ,15,панель  ,False
nan,"Довгострокова оренда квартири, 5 кім., Київ, р‑н. Святошинський, Тепличная ул., 21 quotАquot",False,nan,цокольний,False,15125945,False,nan,nan,nan,від посередника  ,28 329,nan,5,False,nan,120 м² ,2,цегла  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Оболонський, Героев Сталинграда пр-т, 6 quotБquot",False,nan,7,False,15125937,False,23 м² ,40 м² ,nan,від посередника  ,20 000,nan,2,False,nan,90 м² ,9,моноліт  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Голосіївський, Жилянская ул., 59",False,nan,2,False,15125950,False,30 м² ,90 м² ,nan,від посередника  ,113 314,nan,4,False,nan,160 м² ,17,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Деснянський, Закревского Николая ул., 99",False,nan,17,False,15125947,False,nan,78 м² ,nan,від посередника  ,12 000,nan,3,False,nan,105 м² ,18,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, Лепсе Ивана бул., 43",False,nan,5,False,15125958,False,nan,31 м² ,nan,від посередника  ,9 500,nan,2,False,nan,46 м² ,5,цегла  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, Кондратюка Юрия ул., 5",False,nan,14,False,15125918,False,12 м² ,18 м² ,nan,від посередника  ,11 500,nan,1,False,nan,42 м² ,25,цегла  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дніпровський, Юности ул., 8 quotАquot",False,nan,7,False,15125960,False,9 м² ,18 м² ,nan,від посередника  ,11 000,nan,1,False,nan,36 м² ,9,цегла  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Евгения Коновальца ул., 153",False,nan,4,False,15125965,False,25 м² ,nan,nan,від посередника  ,19 500,nan,2,False,nan,50 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, Елены Пчилки ул., 8",False,nan,20,False,15125930,False,nan,40 м² ,nan,від посередника  ,10 000,nan,1,False,nan,50 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Голосіївський, Лобановского пр-т, 126",False,nan,6,False,15125976,False,18 м² ,nan,nan,від посередника  ,16 997,nan,3,False,nan,86 м² ,12,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Соломии Крушельницкой ул., 13",False,nan,15,False,15125998,False,15 м² ,15 м² ,nan,від посередника  ,12 000,nan,2,False,nan,42 м² ,24,моноліт  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Калиновая ул., 8",False,nan,6,False,15126003,False,nan,nan,nan,від посередника  ,9 500,nan,2,False,nan,55 м² ,16,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, Белорусская ул., 36 quotАquot",False,nan,10,False,15125974,False,nan,53 м² ,nan,від посередника  ,31 161,nan,3,False,nan,95 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Елены Пчилки ул., 6",False,nan,13,False,15126007,False,nan,38 м² ,nan,від посередника  ,14 000,nan,2,False,nan,55 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Печерський, Предславинская ул., 55 quotАquot",False,nan,14,False,15126008,False,17 м² ,17 м² ,nan,від посередника  ,18 000,nan,1,False,nan,40 м² ,21,моноліт  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, Гмыри Бориса ул., 14 quotАquot",False,nan,12,False,15126002,False,nan,nan,nan,від посередника  ,9 990,nan,1,False,nan,39 м² ,22,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Златоустовская ул., 34",False,nan,16,False,15130022,False,nan,nan,nan,від посередника  ,42 493,nan,2,False,nan,84 м² ,24,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Леси Украинки бул., 7 quotАquot",False,nan,10,False,15130037,False,12 м² ,nan,nan,від посередника  ,33 994,nan,2,False,nan,110 м² ,25,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Святошинський, ст.м. Святошин, Анатолія Петрицького вулиця, буд. 13",False,nan,1,False,15130023,False,16 м² ,19 м² ,nan,від власника  ,10 000,nan,1,False,nan,38 м² ,20,цегла  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Голосіївський, Ломоносова ул., 85",False,nan,8,False,15130032,False,nan,12 м² ,nan,від посередника  ,10 200,nan,1,False,nan,33 м² ,24,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Елены Пчилки ул., 2 quotБquot",False,nan,10,False,15130029,False,nan,27 м² ,nan,від посередника  ,11 000,nan,2,False,nan,67 м² ,22,моноліт  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Деснянський, Драйзера Теодора ул., 11",False,nan,5,False,15130030,False,nan,34 м² ,nan,від посередника  ,13 000,nan,3,False,nan,87 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, Лепсе Ивана бул., 6 quotВquot",False,nan,12,False,15130039,False,10 м² ,nan,nan,від посередника  ,15 000,nan,1,False,nan,43 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, Дмитриевская ул., 13 quotАquot",False,nan,15,False,15130178,False,nan,70 м² ,nan,від посередника  ,42 493,nan,3,False,nan,124 м² ,18,панель  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Печерський, Драгомирова Михаила ул., 4",False,nan,3,False,15130165,False,nan,63 м² ,nan,від посередника  ,28 329,nan,4,False,nan,156 м² ,18,цегла  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Святошинський, Тепличная ул., 25",False,nan,2,False,15130167,False,nan,69 м² ,nan,від посередника  ,28 329,nan,3,False,nan,120 м² ,2,цегла  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Святошинський, Верховинная ул., 37",False,nan,21,False,15130187,False,nan,nan,nan,від посередника  ,25 000,nan,3,False,nan,105 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Подільський, Хорива ул., 32",False,nan,4,False,15130174,False,nan,nan,nan,від посередника  ,20 000,nan,3,False,nan,70 м² ,5,панель  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Оболонський, Героев Сталинграда пр-т, 8",False,nan,8,False,15130166,False,14 м² ,69 м² ,nan,від посередника  ,33 994,nan,4,False,nan,154 м² ,15,моноліт  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Печерський, Леси Украинки бул., 7 quotБquot",False,nan,11,False,15130172,False,nan,nan,nan,від посередника  ,38 244,nan,1,False,nan,60 м² ,22,моноліт  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Шевченківський, Победы пр-т, 26 quotАquot",False,nan,11,False,15130175,False,nan,nan,nan,від посередника  ,22 000,nan,1,False,nan,60 м² ,23,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Святошинський, Стуса Василия ул., 26",False,nan,7,False,15130170,False,nan,nan,nan,від посередника  ,15 000,nan,3,False,nan,68 м² ,10,панель  ,False
плата згідно з лічильниками  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Подільський, Проспект Правды",False,nan,5,True,15133371,True,nan,nan,nan,від власника  ,10 500,nan,2,True,nan,45 м² ,21,цегла  ,True
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дніпровський, Комбинатная ул., 25",False,nan,13,False,15130185,False,nan,nan,nan,від посередника  ,22 000,nan,3,False,nan,95 м² ,13,моноліт  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Печерський, Рейтарская ул., 2614",False,nan,2,False,15132543,False,nan,nan,nan,від посередника  ,84 986,nan,4,False,nan,134 м² ,5,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дарницький, Регенераторная ул., 4",False,nan,7,False,15132542,False,nan,nan,nan,від посередника  ,28 329,nan,3,False,nan,70 м² ,10,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Саксаганского ул., 7",False,nan,5,False,15132540,False,nan,nan,nan,від посередника  ,33 994,nan,2,False,nan,80 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Саксаганского ул., 35",False,nan,3,False,15132548,False,13 м² ,nan,nan,від посередника  ,18 000,nan,2,False,nan,65 м² ,5,цегла  ,False
немає  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Печерський, ст.м. Дружби народів, Болсуновская, буд. 2",False,nan,12,False,15132556,False,nan,nan,nan,від власника  ,113 314,nan,3,False,nan,160 м² ,26,цегла  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Печерський, Ирининская ул., 13",False,nan,8,False,15132988,False,nan,nan,nan,від посередника  ,42 493,nan,3,False,nan,100 м² ,9,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, ст.м. Лук'янівська, Золотоустівська вулиця, буд. 34",False,nan,12,False,15132467,False,nan,nan,nan,від представника господаря (без комісійних)  ,50 991,nan,3,False,nan,100 м² ,24,цегла  ,False
плата згідно з лічильниками  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, ст.м. Дружби народів",False,nan,18,False,15132951,False,nan,nan,nan,від представника господаря (без комісійних)  ,99 150,nan,2,False,nan,130 м² ,25,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Святошинський, ст.м. Святошин, улЧаадаева, буд. 2а",False,nan,9,False,15132982,False,14 м² ,56 м² ,nan,від посередника  ,15 000,nan,2,False,nan,160 м² ,20,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Святошинський, ст.м. Академмістечко, Чорнобильська вулиця, буд. 10",False,nan,2,False,15133081,False,8 м² ,16 м² ,nan,від посередника  ,7 500,nan,1,False,nan,34 м² ,9,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Шевченківський, ст.м. Дорогожичі, Олени Теліги вулиця",False,nan,5,False,15133017,False,8 м² ,36 м² ,nan,від посередника  ,8 000,nan,1,False,nan,36 м² ,5,цегла  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Борщаговская ул., 152 quotАquot",False,nan,11,False,15133059,False,nan,nan,nan,від посередника  ,15 000,nan,2,False,nan,70 м² ,18,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, Руденко Ларисы ул.",False,nan,15,False,15133058,False,nan,nan,nan,від посередника  ,9 000,nan,1,False,nan,40 м² ,16,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Соломенський, ст.м. Вокзальна, Ушинського вулиця, буд. 14б",False,nan,15,False,15133075,False,nan,nan,nan,від посередника  ,24 000,nan,3,False,nan,85 м² ,23,цегла  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Оболонський, Малиновского Маршала ул.",False,nan,3,False,15133102,False,nan,nan,nan,від посередника  ,12 000,nan,2,False,nan,50 м² ,9,панель  ,False
плата згідно з лічильниками  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Деснянський, Теодора Драйзера вулиця, буд. 11",False,nan,5,False,15133180,False,11 м² ,49 м² ,nan,від власника  ,13 000,nan,3,False,nan,87 м² ,9,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дарницький, ст.м. Позняки, Ахматової Анни вулиця, буд. 13",False,nan,14,False,15133306,False,25 м² ,80 м² ,nan,від представника господаря (без комісійних)  ,18 000,nan,3,False,nan,130 м² ,28,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, ст.м. Вокзальна, Уманська вулиця",False,nan,2,False,15133315,False,nan,nan,nan,від посередника  ,10 000,nan,1,False,nan,32 м² ,5,цегла  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Голосіївський, Голосеевский пр-т, 58",False,nan,21,False,15130198,False,nan,nan,nan,від посередника  ,25 496,nan,2,False,nan,85 м² ,24,моноліт  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, Лепсе Ивана бул., 6 quotВquot",False,nan,12,False,15130202,False,nan,20 м² ,nan,від посередника  ,15 000,nan,1,False,nan,43 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Печерський, Лабораторный пер., 6",False,nan,6,False,15126016,False,nan,nan,nan,від посередника  ,42 016,nan,4,False,nan,135 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дніпровський, Тычины Павла пр-т, 22 quotАquot",False,nan,9,False,15126013,False,nan,nan,nan,від посередника  ,14 000,nan,3,False,nan,62 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Соломенський, Механизаторов ул., 2",False,nan,24,False,15126012,False,nan,nan,nan,від посередника  ,42 000,nan,3,False,nan,100 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Мишуги Александра ул., 2",False,nan,18,False,15126017,False,nan,nan,nan,від посередника  ,21 008,nan,2,False,nan,66 м² ,23,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, Петра Калнышевского ул., 7",False,nan,5,False,15125995,False,nan,25 м² ,nan,від посередника  ,9 000,nan,1,False,nan,39 м² ,25,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Подільський, Паркова вулиця",False,nan,1,False,15129907,False,nan,nan,nan,від посередника  ,6 000,nan,1,False,nan,40 м² ,1,цегла  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, Победы пр-т, 39",False,nan,12,False,15125996,False,nan,18 м² ,nan,від посередника  ,8 500,nan,1,False,nan,42 м² ,16,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, Харьковское шоссе, 15 quotАquot",False,nan,8,False,15126015,False,nan,nan,nan,від посередника  ,10 000,nan,1,False,nan,35 м² ,17,панель  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Деснянський, Бальзака Оноре де ул., 61",False,nan,7,False,15126000,False,10 м² ,53 м² ,nan,від посередника  ,14 500,nan,4,False,nan,110 м² ,15,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Шевченківський, Александровская ул.",False,nan,8,False,15126041,False,9 м² ,nan,nan,від посередника  ,13 314,nan,1,False,nan,40 м² ,14,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Малевича Казимира ул., 89",False,nan,3,False,15126040,False,14 м² ,nan,nan,від посередника  ,28 000,nan,2,False,nan,99 м² ,7,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Сечевых Стрельцов ул., 10",False,nan,2,False,15126014,False,6 м² ,56 м² ,nan,від посередника  ,26 685,nan,2,False,nan,76 м² ,4,цегла  ,False
немає  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Святошинський, ст.м. Академмістечко, Стеценка , буд. 75",False,nan,5,False,15129905,False,8.5 м² ,nan,nan,від представника господаря (без комісійних)  ,8 700,nan,1,False,nan,37 м² ,7,железобетон  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дніпровський, Никольско-Слободская ул., 2 quotБquot",False,nan,3,False,15130199,False,nan,70 м² ,nan,від посередника  ,18 000,nan,3,False,nan,100 м² ,18,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Белорусская ул., 36 quotАquot",False,nan,14,False,15130200,False,nan,nan,nan,від посередника  ,26 912,nan,2,False,nan,74 м² ,24,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Шевченківський, Александровская ул., 1 quotИquot",False,nan,8,False,15130207,False,nan,28 м² ,nan,від посередника  ,13 314,nan,1,False,nan,40 м² ,14,моноліт  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Оболонський, Героев Сталинграда пр-т, 20",False,nan,5,False,15130208,False,nan,nan,nan,від посередника  ,16 000,nan,3,False,nan,80 м² ,16,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дніпровський, ст.м. Дарниця, Перова бульвар, буд. 18",False,nan,цокольний,False,15129914,False,7 м² ,16 м² ,nan,від посередника  ,6 000,nan,1,False,nan,32 м² ,5,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Оболонський, Героев Сталинграда пр-т, 20 quotАquot",False,nan,10,False,15130203,False,nan,60 м² ,nan,від посередника  ,22 408,nan,3,False,nan,90 м² ,14,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Подільський, Правды пр-т",False,nan,5,False,15125992,False,nan,45 м² ,nan,від посередника  ,14 000,nan,3,False,nan,71 м² ,16,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Соломенський, Практичная ул., 1",False,nan,1,False,15130275,False,19 м² ,30 м² ,nan,від посередника  ,18 414,nan,3,False,nan,65 м² ,11,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дніпровський, Панельная ул., 7",False,nan,16,False,15130281,False,nan,nan,nan,від посередника  ,22 000,nan,2,False,nan,67 м² ,25,панель  ,False
nan,"Довгострокова оренда квартири, 5 кім., Київ, р‑н. Печерський, Саперное поле ул., 3",False,nan,9,False,15130289,False,13 м² ,96 м² ,nan,від посередника  ,138 810,nan,5,False,nan,153 м² ,13,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, Богатырская ул., 8",False,nan,5,False,15130284,False,5 м² ,12 м² ,nan,від посередника  ,10 000,nan,1,False,nan,23 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Печерський, Большая Житомирская ул., 8 quotАquot",False,nan,4,False,15130294,False,nan,nan,nan,від посередника  ,24 079,nan,1,False,nan,65 м² ,6,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Голосіївський, Вильямса Академика ул., 37",False,nan,12,False,15130210,False,nan,nan,nan,від посередника  ,12 000,nan,2,False,nan,69 м² ,18,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Голосіївський, Ломоносова ул., 85",False,nan,8,False,15130204,False,nan,18 м² ,nan,від посередника  ,10 200,nan,1,False,nan,33 м² ,24,моноліт  ,False
немає  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Оболонський, Героїв Дніпра вулиця, буд. 25",False,nan,7,False,15130378,False,7 м² ,14 м² ,nan,від посередника  ,8 400,nan,1,False,nan,32 м² ,9,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дніпровський, Харківське шосе, буд. 4",False,nan,5,False,15130302,False,7 м² ,30 м² ,nan,від посередника  ,7 000,nan,2,False,nan,46 м² ,5,цегла  ,False
немає  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Троєщина, Марини Цвєтаєвої вулиця, буд. 10/87",False,nan,11,False,15130353,False,9 м² ,20 м² ,nan,від посередника  ,6 000,nan,1,False,nan,45 м² ,16,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Соломенський, Лебедєва-Кумача вулиця",False,nan,2,False,15130363,False,nan,nan,nan,від посередника  ,4 000,nan,1,False,nan,30 м² ,9,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Подільський, Олександра Попова вулиця, буд. 9",False,nan,4,False,15130381,False,8 м² ,18 м² ,nan,від посередника  ,8 000,nan,1,False,nan,35 м² ,9,цегла  ,False
немає  ,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Подільський, Глибочицька вулиця, буд. 32",False,nan,10,False,15130310,False,18 м² ,75 м² ,nan,від представника господаря (без комісійних)  ,56 657,nan,4,False,nan,120 м² ,24,цегла  ,False
плата згідно з лічильниками  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Славутич, Зарічна вулиця, буд. 1б",False,nan,11,False,15012643,False,nan,nan,nan,від власника  ,16 000,nan,2,False,nan,63 м² ,24,цегла  ,False
